ID,Acessibilidade_fisica,Infraestruturas_dificuldade_locomocao,Infraestrutura_auditivas_visuais,Outras_infra_auditivas_visuais,Título,Esfera,Status de Funcionamento,Tipo,Temática,Estado,Município,Site Oficial,Link no MuseusBR
80211,Cadeira de rodas para uso do visitante|Circuito de visitação adaptado|Corrimão nas escadas e rampas|Elevador|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Centro Cultural do Patrimônio Paço Imperial,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RJ,Rio de Janeiro,http://www.amigosdopacoimperial.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80211
80220,Banheiros adaptados|Circuito de visitação adaptado|Corrimão nas escadas e rampas|Elevador|Elevador adaptado|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,Guia multimídia (audioguia com monitor),- NÃO INFORMADO -,Hard Rock Cafe Gramado,PRIVADA – Empresa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Gramado,https://www.hardrockcafe.com/location/gramado/pt/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80220
80226,Corrimão nas escadas e rampas|Rampa de acesso|Vaga de estacionamento exclusiva para deficientes e/ou idosos,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Histórico Beato José de Anchieta,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Pedreira,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80226
80228,Rampa de acesso|Sanitário adaptado|Vaga de estacionamento exclusiva para deficientes e/ou idosos,Vaga de estacionamento exclusiva para idosos,- NÃO POSSUI -,- NÃO POSSUI -,Museu das Pedras Preciosas e Mineralogia Egisto Dal Santo,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,RS,Soledade (Rio Grande do Sul),https://www.facebook.com/museudaspedraspreciosasemineralogia/?fref=ts,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80228
80230,Banheiros adaptados|Circuito de visitação adaptado|Corrimão nas escadas e rampas|Elevador|Sanitário adaptado,- NÃO INFORMADO -,Sinalização tátil|Texto/Etiquetas em Braille,- NÃO INFORMADO -,Museu da Fotografia - Fortaleza,PARTICULAR,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",CE,Fortaleza,http://museudafotografia.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80230
80232,Banheiros adaptados|Sanitário adaptado,- NÃO INFORMADO -,- NÃO INFORMADO -,Caixa das Sensações: para identificar minerais e rochas,Museu de Minerais e Rochas - Parque Pedra da Cebola,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",ES,Vitória,http://www.vitoria.es.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80232
80235,Vaga de estacionamento exclusiva para deficientes e/ou idosos,Vaga de estacionamento exclusiva para idosos,- NÃO POSSUI -,- NÃO POSSUI -,Memorial Mauro Leite Soares - TRF 1,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,DF,Brasília,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80235
80236,Banheiros adaptados|Bebedouro adaptado|Circuito de visitação adaptado|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Galeria Homero Massena,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",ES,Vitória,https://midiateca.es.gov.br/galeriahomeromassena/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80236
80238,Sanitário adaptado,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Escola Municipal Filomena Sampaio de Souza,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Educação, esporte e lazer",RN,Portalegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80238
80239,Banheiros adaptados|Bebedouro adaptado|Corrimão nas escadas e rampas|Rampa de acesso|Sanitário adaptado|Vaga de estacionamento exclusiva para deficientes e/ou idosos,Vaga de estacionamento exclusiva para idosos|Bebedouro adaptado,Sinalização tátil|Texto/Etiquetas em Braille,- NÃO INFORMADO -,Instituto Cultural Engenho Central - Museu da Cana,PRIVADA – Fundação,Aberto,Clássico/Tradicional,História,SP,Pontal,http://www.engenhocentral.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80239
80240,Banheiros adaptados|Bebedouro adaptado|Cadeira de rodas para uso do visitante|Corrimão nas escadas e rampas|Sanitário adaptado,Bebedouro adaptado,- NÃO POSSUI -,- NÃO POSSUI -,Centro Sebrae de Referência do Artesanato Brasileiro - Crab,PRIVADA – Empresa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RJ,Rio de Janeiro,http://www.crab.sebrae.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80240
80242,Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Histórico de Regência,PRIVADA – Fundação,Aberto,Clássico/Tradicional,História,ES,Linhares,http://www.projetotamar.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80242
80243,- NÃO POSSUI -,- NÃO POSSUI -,Guia multimídia (audioguia com monitor)|Maquetes táteis ou mapas em relevo|Obras e reproduções táteis,- NÃO INFORMADO -,Centro Histórico-cultural Santa Casa,PRIVADA – Organização Religiosa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Porto Alegre,http://www.chcsantacasa.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80243
80244,Banheiros adaptados|Bebedouro adaptado|Cadeira de rodas para uso do visitante|Circuito de visitação adaptado|Corrimão nas escadas e rampas|Elevador|Elevador adaptado|Rampa de acesso|Sanitário adaptado|Vaga de estacionamento exclusiva para deficientes e/ou idosos,Bebedouro adaptado|Vaga de estacionamento exclusiva para idosos,Guia multimídia (audioguia com monitor)|Obras e reproduções táteis|Sinalização tátil|Texto/Etiquetas em Braille|Tradutor de Língua Brasileira de Sinais (LIBRAS),- NÃO INFORMADO -,Museu da Língua Portuguesa,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,São Paulo,http://www.museudalinguaportuguesa.org.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80244
80248,Banheiros adaptados|Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Paleontológico Arqueológico Walter Ilha,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RS,São Pedro do Sul,https://www.facebook.com/Museus-Fernando-Ferrari-e-Walter-Ilha-2003045566626706/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80248
80249,Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Municipal - Fundação Casa da Cultura de Marabá,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,PA,Marabá,http://casadaculturademaraba.org/acervo-historico/salao-de-exposicao/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80249
80252,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,o site é adaptado para pessoas com deficiências visuais e tem texto para pessoas com deficiâncias auditivas,Museu Virtual de Instrumentos Musicais,PÚBLICA – Federal,Aberto,Virtual,"Artes, arquitetura e linguística",RJ,Rio de Janeiro,http://www.mvim.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80252
80257,Cadeira de rodas para uso do visitante,- NÃO INFORMADO -,Obras e reproduções táteis,- NÃO INFORMADO -,Espaço Cultural Casa das Onze Janelas - Museu de Arte Contemporânea,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",PA,Belém (Pará),http://www.secult.pa.gov.br/content/museu-de-arte-contempor%C3%A2nea-espa%C3%A7o-cultural-casa-das-onze-janelas,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80257
80259,Corrimão nas escadas e rampas|Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Polícia Civil do Rio Grande do Sul,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,RS,Porto Alegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80259
80260,Rampa de acesso,- NÃO INFORMADO -,Sinalização tátil,- NÃO INFORMADO -,Acervo Histórico do Sistema Penitenciário do Paraná,PÚBLICA – Estadual/Distrital,Fechado,Clássico/Tradicional,Defesa e segurança pública,PR,Curitiba,http://www.espen.pr.gov.br/acervo,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80260
80265,Banheiros adaptados|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Centro de Documentação Histórica da Fundação Romi,PRIVADA – Fundação,Fechado,Clássico/Tradicional,História,SP,Santa Bárbara d'Oeste,https://fundacaoromi.org.br/cedoc,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80265
80267,Elevador adaptado|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de Arqueologia e Etnologia MAE - Universidade Federal do Paraná,PÚBLICA – Federal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,PR,Paranaguá,http://www.mae.ufpr.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80267
80272,Corrimão nas escadas e rampas|Rampa de acesso|Vaga de estacionamento exclusiva para deficientes e/ou idosos,Vaga de estacionamento exclusiva para idosos,- NÃO INFORMADO -,- NÃO INFORMADO -,Espaço Cultural Joaquim Nobre de Lacerda - Casa da Cultura de Jaboatão,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",PE,Jaboatão dos Guararapes,http://www.jaboatao.pe.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80272
80275,Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Cidade de Triunfo,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,PE,Triunfo (Pernambuco),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80275
80280,Banheiros adaptados|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,Guia multimídia (audioguia com monitor)|Sinalização tátil|Texto/Etiquetas em Braille,- NÃO INFORMADO -,Museu de História da Medicina do Rio Grande do Sul,PRIVADA – Entidade Sindical,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RS,Porto Alegre,http://www.muhm.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80280
80279,Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu Municipal Monsenhor Faria,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Areado,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80279
80281,Banheiros adaptados|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,- NÃO INFORMADO -,- NÃO INFORMADO -,Memorial Estação Ferroviária Capão Bonito,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,PR,Arapoti,http://www.arapoti.pr.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80281
80282,Bebedouro adaptado|Circuito de visitação adaptado|Rampa de acesso|Sanitário adaptado,Bebedouro adaptado,- NÃO INFORMADO -,- NÃO INFORMADO -,Museu da Colonização Guilherme Meyer,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MT,Porto dos Gaúchos,http://www.portodosgauchos.mt.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80282
80286,Banheiros adaptados|Cadeira de rodas para uso do visitante|Corrimão nas escadas e rampas|Elevador|Elevador adaptado|Sanitário adaptado|Vaga de estacionamento exclusiva para deficientes e/ou idosos,- NÃO INFORMADO -,Texto/Etiquetas em Braille,- NÃO INFORMADO -,Museu de Arqueologia e Etnologia Professor Oswaldo Rodrigues Cabral - MArquE/UFSC,PÚBLICA – Federal,Fechado,Clássico/Tradicional,Antropologia e arqueologia,SC,Florianópolis,http://museu.ufsc.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80286
80290,Rampa de acesso,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de Arqueologia de Itaipu,PÚBLICA – Federal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,RJ,Niterói,http://museudearqueologiadeitaipu.museus.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80290
80291,Banheiros adaptados|Cadeira de rodas para uso do visitante|Corrimão nas escadas e rampas|Elevador|Rampa de acesso|Sanitário adaptado|Vaga de estacionamento exclusiva para deficientes e/ou idosos,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO POSSUI -,Museu de Ciências Naturais da Universidade Federal do Paraná,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",PR,Curitiba,www.mcn.ufpr.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80291
80292,Banheiros adaptados|Circuito de visitação adaptado|Corrimão nas escadas e rampas|Elevador|Elevador adaptado|Rampa de acesso|Sanitário adaptado,- NÃO INFORMADO -,Sinalização tátil,- NÃO INFORMADO -,Museu Regional de Caeté,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,MG,Caeté,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80292
80294,Corrimão nas escadas e rampas,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu da Justiça Militar da União - Superior Tribunal Militar,PÚBLICA – Federal,Aberto,Clássico/Tradicional,Defesa e segurança pública,DF,Brasília,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80294
80295,- NÃO POSSUI -,- NÃO POSSUI -,- NÃO INFORMADO -,Site acessível em libras,Museu Virtual Rio Memórias,PRIVADA – Associação,Aberto,Virtual,História,RJ,Rio de Janeiro,https://riomemorias.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80295
80296,Cadeira de rodas para uso do visitante|Elevador adaptado|Rampa de acesso|Vaga de estacionamento exclusiva para deficientes e/ou idosos,- NÃO INFORMADO -,- NÃO POSSUI -,- NÃO POSSUI -,Museu do Homem do Nordeste,PÚBLICA – Federal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,PE,Recife,http://fundarj.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80296
