ID,Título,Status do Museu,Localização,Geolocalização manual
82343,Museu de Arte Brasileira - Fundação Armando Álvares Penteado,Aberto,"-23.544996,-46.661776",False
82344,Museu Histórico Edvino Carlos Hölscher,Aberto,"-26.614754673161706,-53.5772967338562",False
82345,Centro de Memória Aury Luiz Bodanese,Fechado,"-27.1012911135302,-52.6269149780273",False
82346,Museu Histórico de Porto Murtinho,Fechado,"-21.694747,-57.885984",False
82347,Museu de Ciências da Escola Municipal de Ensino Fundamental Santa Maria,Aberto,"-1.7562499562041298,-55.86157321929931",False
82348,Museu Dom Jaime Aníbal Barrera,Aberto,"-21.694258,-57.882651",False
82349,Museu de Fundição,Aberto,"-26.285183,-48.810086",False
82350,Memorial José Mendes,Aberto,"-28.052254,-51.193779",False
82351,Casa da Cultura José Pereira Neto,Aberto,"-22.618752,-51.967844",False
82352,Casa da Memória de Santa Maria do Oeste,Aberto,"-24.9387478363984,-51.8704462051392",False
82353,Museu Municipal João Elói,Aberto,"-21.8595022837997,-43.9361661672592",False
82354,Museu Histórico e Artístico de Quitandinha,Aberto,"-25.872022,-49.498863",False
82355,Memorial Afro-valenciano Padre João José da Rocha,Aberto,"-22.244595,-43.702927",False
82356,Museu Municipal do Buíque,Aberto,"-8.62352273349915,-37.1555525064468",False
82357,Caravana da Ciência - Centro Ciências Itinerante - Fundação CECIERJ/consórcio CEDERJ,Aberto,"-22.9070307,-43.1767072",False
82358,Museu da Medicina de Pernambuco - Instituto Pernambucano de História da Medicina,Fechado,"-8.058197,-34.899668",False
82359,Museu Histórico-cultural de Cabaceiras,Aberto,"-7.489399,-36.287314",False
82360,Museu de Arte Brasileira (Fundação Pierre Chalita),Aberto,"-9.674302,-35.719029",False
82361,Museu Campos Salles - CCLA,Aberto,"-22.90371,-47.061144",False
82362,Casa da Palavra,Aberto,"-9.6544,-35.736572",False
82363,Casa de Cultura Mário Quintana,Aberto,"-30.029993,-51.229732",False
82364,Parque Estadual Bosque das Araucárias,Aberto,"-26.2158230596845,-51.0692596435547",False
82365,Estação Cultural Luiz Carlos Machado Agudo,Aberto,"-20.972364,-42.04366909999999",False
82366,Museu da Sulanca,Aberto,"-7.94821074244422,-36.228232383728",False
82367,Museu da Memória,Aberto,"-17.565834,-52.554153",False
82368,Memorial do Guarani Futebol Clube,Aberto,"-22.902031843980964,-47.05995798110961",False
82369,Museu-vivo de Comunicação O Taquaryense,Aberto,"-29.801539,-51.863699",False
82370,Grêmio Literário José Mauro de Vasconcelos - Centro Cultural da Região de Bangu - Museu de Bangu,Aberto,"-22.877992,-43.463549",False
82371,Museu da Freguesia de Mirim,Fechado,"-28.224661,-48.71107",False
82372,Parque das Dunas,Aberto,"-5.800477,-35.212594",False
82373,Memorial da Medicina do Rio Grande do Norte,Aberto,"-5.783338,-35.205706",False
82374,Memorial Aureliano Chaves,Aberto,"-21.3669404,-45.5175736",False
82375,Museu do Folclore de Joanópolis,Aberto,"-23.1656136633126,-47.0599365234375",False
82376,Museu Anne Marie Bühler,Aberto,"-22.170176,-44.397611",False
82377,"Museu Ministro Sepúlveda Pertence, do Supremo Tribunal Federal",Aberto,"-15.8020403664281,-47.8616380691528",False
82378,Centro de Memória Dorina Nowill,Aberto,"-23.595812,-46.641279",False
82379,Museu Família Schürmann/acervo do Instituto Kat Schürmann,Aberto,"-27.147638,-48.495355",False
82380,Museu Hansen Bahia - São Félix,Aberto,"-12.610876,-38.973072",False
82381,Espaço de Memória Eleitoral Desembargador José Joaquim da Fonseca Passos,Aberto,"-22.91089669414505,-43.17261099815369",False
82382,"Museu e Centro de Ciências, Educação e Artes Luiz de Queiroz - Universidade de São Paulo",Aberto,"-22.705421,-47.640461",False
82383,Museu Histórico João Batista de Brito,Fechado,"-10.174818,-48.886658",False
82384,Museu Militar do Forte do Brum,Aberto,"-8.053363,-34.870984",False
82385,"Museu Histórico, Folclórico e Pedagógico Cornélio Pires",Aberto,"-23.109259864987095,-47.718021869659424",False
82386,Biblioteca Pública e Museu Regional Doutor Alípio de Araújo Silva,Aberto,"-22.086582,-43.82975",False
82387,Museu do Automóvel da Estrada Real,Aberto,"-21.110716,-44.174846",False
82388,Centro de Pesquisas Museológicas Museu Sacaca,Aberto,"0.029254,-51.059264",False
82389,Museu Histórico e Pedagógico Major Novaes,Aberto,"-22.5794911,-44.9594912",False
82390,Museu Histórico Municipal de Chapada,Aberto,"-28.05635,-53.067043",False
82391,Seara da Ciência - Universidade Federal do Ceará,Aberto,"-3.7412561,-38.5693142",False
82392,Museu Padre Francisco Lopes,Aberto,"-6.520939257138469,-38.411808013916016",False
82393,Memorial da Paróquia de Nossa Senhora Sant’anna,Aberto,"-3.461809,-40.212192",False
82394,Museu do Artesanato de Mato Grosso,Aberto,"-15.6094,-56.104737",False
82395,Museu Municipal Dona Maria Vega Ferrero,Aberto,"-23.389274878654,-49.5071518421173",False
82396,Museu da Bacia do Paraná,Fechado,"-23.421018,-51.933793",False
82397,Umbigo Casa de Cultura,Aberto,"-25.431917,-49.273931",False
82398,Memorial da Resistência de Mossoró,Aberto,"-5.192323,-37.346988",False
82399,Museu de Arte de Belém - MABE,Aberto,"-1.455872,-48.502909",False
82400,Espaço Cultural Antônio Fraga,Fechado,"-22.71386,-43.559107",False
82401,Museu Histórico de Santa Catarina,Aberto,"-27.5969421,-48.5499878",False
82402,Memorial da Câmara de Cachoeira,Aberto,"-12.6053688,-38.9622941",False
82403,Museu Antropológico Diretor Pestana,Aberto,"-28.388415,-53.927379",False
82404,Museu de Odontologia Doutor Solon de Miranda Galvão,Aberto,"-5.804802,-35.206395",False
82405,Museu Histórico de Carolina,Aberto,"-7.3346854,-47.4738626",False
82406,Museu Caixa Rural,Aberto,"-29.365313,-51.093022",False
82407,Casa da Cultura Rogério Cardoso,Aberto,"-21.469853,-47.001953",False
82408,Museu da Imigração (Marechal Floriano),Aberto,"-20.410837,-40.6731633",False
82409,Museu da Farmácia da Universidade Federal de Ouro Preto,Aberto,"-20.3869768891542,-43.50441634655",False
82410,Centro de Memória Antônio Theodoro Grilo,Aberto,"-20.7078999993589,-46.6114068031311",False
82411,Museu Doutor Carlos Barbosa Gonçalves,Aberto,"-32.564135,-53.379243",False
82412,Memorial Expedito Alves,Fechado,"-5.662291593688105,-36.60220205783844",False
82413,Museu de Artes Plásticas de Anápolis - MAPA,Aberto,"-16.3275313,-48.9581084",False
82414,Museu Casa da Xilogravura,Aberto,"-22.727675,-45.59036",False
82415,Palácio Cultural Carlos Martins,Aberto,"-21.6428388,-41.0516101",False
82416,Museu Luiz Terceiro Jácome,Aberto,"-5.854474,-37.178946",False
82417,Museu Previdenciário Flores da Cunha,Aberto,"-30.044223,-51.2291",False
82418,Museu da Cultura Cearense - MCC,Aberto,"-3.72179,-38.519849",False
82419,Fazenda Santo Antônio do Paiol,Aberto,"-22.230892,-43.685456",False
82420,Museu da Polícia Militar de Pernambuco,Fechado,"-8.0570492,-34.9001049",False
82421,Museu Histórico Municipal José Chiachiri,Aberto,"-20.536357,-47.399421",False
82422,Fundação Ambrosina Rodrigues do Carmo,Aberto,"-19.3136391,-47.5273083",False
82423,Museu Municipal Padre Guido Roque Lawisch,Aberto,"-27.0995719496533,-53.5931432247162",False
82424,Museu da Polícia Militar - Cariacica,Aberto,"-20.3090522673335,-40.3939819335938",False
82425,Museu Paulo Firpo,Aberto,"-30.983109,-54.676327",False
82426,Complexo Cultural Fazenda Machadinha,Aberto,"-22.11283745792842,-41.48008346557617",False
82427,Planetário de Vitória,Aberto,"-20.281933,-40.301629",False
82428,Casa-Museu Magdalena e Gilberto Freyre,Aberto,"-8.020846,-34.93634",False
82429,Espaços Culturais da Câmara Legislativa do Distrito Federal,Aberto,"-15.7869521917237,-47.9107815027237",False
82430,Museu Finlandês da Dona Eva,Aberto,"-22.438074,-44.529576",False
82431,Memorial Ucraniano,Aberto,"-25.402433,-49.30517",False
82432,Museu da Televisão,Aberto,"-20.461139,-54.612422",False
82433,Zoológico Municipal Doutor Flávio Leite Ribeiro,Aberto,"-21.186758,-50.441207",False
82434,Centro Cultural Banco do Brasil - CCBB - Rio de Janeiro,Aberto,"-22.900334,-43.176688",False
82435,Museu Iguatuense da Imagem e do Som Francisco Alcântara Nogueira,Aberto,"-6.363203,-39.289508",False
82436,Museu de Arqueologia Industrial Thomaz Cruz,Aberto,"-23.332412,-46.579612",False
82437,Museu Municipal Estação da Memória,Aberto,"-22.411792,-44.263933",False
82438,Museu Mineral Mário Moacyr Porto,Aberto,"-6.255241,-36.514982",False
82439,Museu Municipal Parque da Farinheira,Aberto,"-24.869276,-51.628111",False
82440,Museu de Artes Doutor Carlos Nelz,Fechado,"-29.385973,-50.8755529",False
82441,Instituto Memória Histórica e Cultural,Aberto,"-29.16337835,-51.1497345761319",False
82442,Museu Ferroviário de Miguel Pereira,Aberto,"-22.437196,-43.459174",False
82443,Museu Histórico Jacinto de Sousa,Aberto,"-4.966687,-39.015829",False
82444,Centro Cultural Melchíades Cardoso,Aberto,"-21.412386966617728,-42.19676971435547",False
82445,Casa dos Braga,Aberto,"-20.8528164,-41.1096788",False
82446,Museu e Arquivo Histórico La Salle,Aberto,"-29.917572,-51.182328",False
82447,Museu Barbosa Guerra,Aberto,"-21.760926,-41.325633",False
82448,Academia Feminina de Letras e Artes de Goiás,Aberto,"-16.693986,-49.258166",False
82449,Parque Gaúcho Centro Cultural Ltda,Aberto,"-29.4268522764014,-50.8551120758057",False
82450,Ecomuseu Kaá-atlântica,Aberto,"-22.8772912,-43.4449189",False
82451,Fundação Planetário da Cidade do Rio de Janeiro - Planetário da Gávea,Aberto,"-22.978183,-43.230288",False
82452,Museu Arquidiocesano de Arte Sacra de Sorocaba Luiz Almeida Marins,Fechado,"-23.500288,-47.457781",False
82453,Museu Casa do Colono - Paraná,Aberto,"-24.5193665,-50.4197797",False
82454,Fundação Pinacoteca Benedicto Calixto,Aberto,"-23.985337,-46.308194",False
82455,Museu da Cidade de São Paulo - Casa do Sítio da Ressaca,Aberto,"-23.650942,-46.645562",False
82456,Palácio Museu Olímpio Campos,Aberto,"-10.909566,-37.068003",False
82457,Museu Histórico de Pacatuba,Aberto,"-3.984789,-38.6206",False
82458,Museu Histórico de Touros,Aberto,"-5.200673,-35.456994",False
82459,Memorial Acemista - ACM,Aberto,"-30.03757,-51.229539",False
82460,Museu de Arte,Fechado,"-22.415081,-50.575156",False
82461,Museu e Biblioteca Marechal Castelo Branco,Aberto,"-27.862225,-54.468233",False
82462,Museu Histórico Pedagógico Franco de Godoy,Aberto,"-22.3711374,-46.935968",False
82463,Museu Municipal Rômulo César Martins de Laia,Fechado,"-19.799559,-41.7163113",False
82464,Museu Municipal Baptista Pellizzari,Aberto,"-25.580859,-49.629565",False
82465,Museu Chácara Dona Catarina,Aberto,"-21.39288,-42.69006",False
82466,Casa de Cultura Heloísa Alberto Torres,Aberto,"-22.745434,-42.85978",False
82467,Museu Comunitário da Serra do Evaristo,Aberto,"-4.3325997,-38.8773164",False
82468,Ecomuseu Comunitário Graciliano É Uma Graça,Aberto,"-9.646726,-35.746034",False
82469,Museu Sacro São José de Ribamar,Aberto,"-3.901519,-38.39123",False
82470,Museu de Arqueologia e Etnologia Americana da Universidade Federal de Juiz de Fora,Aberto,"-21.7723814,-43.3470942",False
82471,Museu do Instituto de Zootecnia,Aberto,"-22.775681,-47.292945",False
82472,Memorial Cordimariano - Associação Filhas do Coração Imaculado de Maria,Aberto,"-3.735259,-38.665581",False
82475,Museu Dinâmico de Ciências de Campinas,Aberto,"-22.877159,-47.057909",False
82476,Museu de Ciências da Terra Alexis Dorofeef - Universidade Federal de Viçosa,Aberto,"-20.753979428896834,-42.87247456192437",False
82477,Museu Ferroviário de Pires do Rio,Aberto,"-17.302356,-48.277205",False
82478,Museu Histórico Izabel Lerro Ortenblad,Aberto,"-20.963318,-49.028535",False
82479,Ecomuseu de Osasco,Aberto,"-23.53875,-46.788903",False
82480,Museu da Memória do Trabalhismo Brasileiro,Aberto,"-22.5174856,-44.1088189",False
82481,Memorial Cinematográfico,Aberto,"-7.489399,-36.287314",False
82482,Museu de Zoologia da Universidade Estadual de Feira de Santana,Aberto,"-12.1987958269783,-38.9692407846451",False
82483,Museu da Motocicleta - Vintage Bike Dreams,Aberto,"-22.392063025578118,-41.78649902343749",False
82484,Museu Antártico - Universidade Federal do Rio Grande (FURG),Aberto,"-32.0289266,-52.1059983",False
82485,Sala dos Milagres,Aberto,"-16.652157,-49.493123",False
82486,Museu Histórico de Quirinópolis,Aberto,"-18.446717,-50.458634",False
82487,Museu Histórico Ernesto Ricciardi,Fechado,"-21.698856,-47.273947",False
82488,Espaço Cultural Casa da Ribeira,Aberto,"-5.7761326,-35.2052315",False
82489,Museu do Coritiba Football Club,Aberto,"-25.423006,-49.260429",False
82490,Casarão da Fazenda Domit (Fazenda São Jorge),Aberto,"-26.2429228,-50.79516799999999",False
82491,Casa da Cultura Coruripense Dona Maria Alice Beltrão Siqueira,Aberto,"-10.1272917,-36.175162",False
82493,Museu da Venerável Irmandade de Nossa Senhora da Penha de França,Aberto,"-22.84174,-43.278881",False
82494,Museu Municipal de Encantado,Aberto,"-29.235634,-51.870802",False
82495,Museu da Câmara dos Deputados,Aberto,"-15.817195,-47.852243",False
82496,Museu da Rede Amazônica,Aberto,"-3.130741,-59.987793",False
82497,Espaço Cultural Marcantonio Vilaça,Aberto,"-15.80403,-47.862942",False
82498,"Centro de Preservação, Conservação da Cultura-arte e Ciências de Maués",Aberto,"-3.397538,-57.720366",False
82499,Museu da Dança - (virtual),Aberto,"-23.5606631256777,-46.646511554718",False
82500,Museu Histórico Pedagógico Conselheiro Rodrigues Alves,Aberto,"-22.815937,-45.192311",False
82501,Academia Goiana de Letras,Aberto,"-16.7872022,-49.3847915",False
82502,Ecomuseu do Ribeirão da Ilha,Aberto,"-27.738908,-48.558715",False
82503,Memorial da Polícia Militar da Paraíba,Aberto,"-7.118956,-34.885854",False
82504,Museu Municipal de Barbacena,Aberto,"-21.227668,-43.773485",False
82505,Centro de Memórias de Iraceminha,Aberto,"-26.822016,-53.277202",False
82506,Museu Geológico da Bahia,Aberto,"-12.99057,-38.524713",False
82507,Ciência Móvel - Vida e Saúde Para Todos,Aberto,"-22.8766706,-43.2457924649569",False
82508,Museu Mina Modelo Caetano Sonego,Aberto,"-28.672768,-49.373384",False
82509,Coleção Entomológica de Referência - Universidade de São Paulo - USP,Aberto,"-23.553083,-46.673361",False
82510,Museu de História e Arte Sacra de Santarém,Aberto,"-2.418054,-54.714893",False
82511,Memorial João de Deus Barros Bringel,Aberto,"-4.329711542737306,-38.88152718544006",False
82512,Parque Estadual da Fonte Grande,Aberto,"-20.2882783,-40.3371107",False
82513,Museu Histórico de Nova Hartz,Aberto,"-29.584571,-50.903097",False
82514,Memorial Adonias Filho,Aberto,"-14.673358746968,-39.3760299682617",False
82515,Museu Municipal Apparício Silva Rillo,Aberto,"-28.656371,-56.001418",False
82516,Palacete das Artes Rodin Bahia,Aberto,"-12.99753,-38.525373",False
82517,Museu Municipal de Soledade,Aberto,"-28.833233,-52.512312",False
82518,Casa da Cultura de Belford Roxo,Aberto,"-22.741887,-43.395295",False
82519,Museu do Trabalho,Aberto,"-30.03292,-51.238778",False
82520,Centro de Cultura Raul de Leoni,Aberto,"-22.5074572,-43.1775388",False
82521,Museu Escravo Jacó,Aberto,"-6.406281,-38.390216",False
82522,Museu de História Natural Diaulas Abreu - Instituto Federal do Sudeste de Minas Gerais,Fechado,"-21.2275288,-43.7679499",False
82523,Museu Histórico de Esteio,Aberto,"-29.851748,-51.1505359",False
82524,Museu do Colégio Mauá,Aberto,"-29.714087,-52.42773",False
82525,Museu Histórico Helena Assumpção de Assumpção,Aberto,"-31.762462,-52.243437",False
82526,Centro Histórico do Hospital Albert Einstein,Aberto,"-23.600371,-46.715163",False
82527,Centro Histórico M. Dias Branco,Aberto,"-3.892879,-38.456225",False
82528,Museu da Gaivota,Aberto,"-3.812893,-38.575045",False
82529,Fundação Oscar Niemeyer - Centro de Documentação e Pesquisa,Aberto,"-22.9167287,-43.177919",False
82530,Museu de Arqueologia Professora Doutora Márcia Angelina Alves,Aberto,"-19.343847,-47.296745",False
82531,Museu do Automóvel de Recife,Fechado,"-8.061145,-34.872259",False
82532,Sala Professor Roberto Baruzzi,Fechado,"-23.597975,-46.642832",False
82533,Museu Bernardino de Campos,Aberto,"-22.7012974,-46.7613961",False
82534,"Museu de Arte Mágica, Ilusionismo, Prestidigitação e Ventriloquia João Peixoto dos Santos",Aberto,"-23.5950626,-46.5296274",False
82535,Fundação Joaquim Dias Guimarães,Aberto,"-14.222154,-42.783029",False
82536,Museu Açoriano Sul - Rio Grandense,Aberto,"-30.052665,-51.209501",False
82537,Museu de Pacujá,Aberto,"-3.98365,-40.699254",False
82538,Centro de Memória Votorantim,Aberto,"-23.545043,-46.638023",False
82539,Parque Estadual Mata da Pipa,Aberto,"-6.22375303114689,-35.0687885284424",False
82540,Memorial Casa do Ferroviário Mário Ghisi,Aberto,"-28.6958352,-49.3387466",False
82541,Museu Anhanguera - Casarão Monsenhor Paulo Florêncio da Silveira Camargo,Aberto,"-23.4452913,-46.9142412",False
82542,Museu Municipal Gecy Fonseca,Aberto,"-22.99351,-51.188461",False
82543,Museu Histórico de Getulina,Aberto,"-21.798926,-49.929705",False
82544,Museu Fotográfico de Cassilândia,Aberto,"-19.118322,-51.731789",False
82545,Museu Nacional do Calçado,Aberto,"-29.677928,-51.114083",False
82546,Associação da Imagem e do Som de Porto Alegre,Aberto,"-30.031835,-51.222359",False
82547,Sala de Memória de Chapada dos Guimarães,Aberto,"-15.464772,-55.750355",False
82548,Museu Antares de Ciência e Tecnologia,Aberto,"-12.239604,-38.979383",False
82549,Museu Major José Nicoletti Filho,Aberto,"-29.367393630878,-50.8796811103821",False
82550,Museu Cacarecos,Aberto,"-4.643743,-40.200353",False
82551,Parque Estadual de Nova Baden,Aberto,"-21.9161338788854,-45.28564453125",False
82552,Museu Darcy Penteado,Aberto,"-23.532381,-47.130763",False
82553,Museu Histórico Prefeito José Schmidt,Aberto,"-26.249903,-48.641638",False
82554,Museu de Ciências do Colégio Americano,Aberto,"-30.036016,-51.20054",False
82555,Museu Lavras de Ouro,Aberto,"-15.84559,-48.92588699999999",False
82556,Parque Estadual Furnas do Bom Jesus,Aberto,"-20.2431934106278,-47.4737906455994",False
82557,Memorial Severina Paraíso da Silva - Mãe Biu,Aberto,"-8.010579,-34.854824",False
82558,Museu Municipal de Giruá,Aberto,"-28.029125,-54.345201",False
82559,Museu de Arte Sacra dos Jesuítas,Aberto,"-23.649813,-46.851609",False
82560,Fazenda Florença,Aberto,"-22.286374,-43.923643",False
82561,Casa Benjamin C. Teixeira,Aberto,"-25.393423,-51.4636",False
82562,Museu Antropológico do Rio Grande do Sul,Aberto,"-30.029787,-51.2291",False
82563,Museu Contemporâneo das Invenções,Aberto,"-23.533246,-46.674122",False
82564,Museu de Arte Sacra de Taubaté,Aberto,"-23.024712,-45.555277",False
82565,Museu de Porto Seguro,Aberto,"-16.437087,-39.064453",False
82566,Museu da Imagem e do Som (Cristais Paulista),Aberto,"-20.404042,-47.421365",False
82567,Museu Histórico e Cultural de Dourados,Aberto,"-22.2257622,-54.7912192",False
82568,Museu Judite Chaves Saraiva,Aberto,"-5.144309,-38.08504",False
82569,Palácio Tiradentes - Assembleia Legislativa do Estado do Rio de Janeiro,Aberto,"-22.903870087963007,-43.173882365226746",False
82570,Museu e Arquivo Histórico Pedro Rossi,Aberto,"-29.0238086383784,-51.1937020719051",False
82571,Espaço Baleia Jubarte,Aberto,"-12.5749141,-38.0066177",False
82572,Espaço Histórico do 20º Bib,Aberto,"-25.401997,-49.240783",False
82573,Museu de Geociências Odette Rezende Roncador,Aberto,"-15.767064,-47.893586",False
82574,Museu Municipal da Cidade de Cambuí,Aberto,"-22.6125054638264,-46.0577774047852",False
82575,Museu de Sena Madureira,Aberto,"-9.06864,-68.656807",False
82576,Núcleo de Atividade Histórica Doutor José Manuel de Siqueira Couto – Museu Municipal de Jaguari,Aberto,"-29.494041,-54.703537",False
82577,Caixa Cultural Brasília,Aberto,"-15.804211,-47.884263",False
82578,Museu Histórico Municipal de Fagundes Varela,Fechado,"-28.879879,-51.701942",False
82579,Núcleo Regional de Ofiologia e Animais Peçonhentos da Bahia - Universidade Federal da Bahia,Aberto,"-13.004453,-38.509165",False
82580,Museu Regional de Areia,Aberto,"-6.96920277754711,-35.7043422292918",False
82581,Museu Duas Rodas,Aberto,"-22.170176,-44.397611",False
82582,Museu de Arte Sacra de Porto Seguro,Fechado,"-16.418388,-39.085435",False
82583,Caixa Cultural Rio de Janeiro,Aberto,"-22.90443766237718,-43.180275578051805",False
82584,Museu da Educação e do Brinquedo - Universidade de São Paulo,Aberto,"-23.56215,-46.718168",False
82585,Museu Nilo Pereira,Fechado,"-5.640455,-35.420065",False
82586,Museu Moacir Andrade e Sala Memória do Centro Federal de Educação Tecnológica do Amazonas,Aberto,"-3.13472,-60.01237",False
82588,Museu Histórico Tenente Coronel Pm Augusto de Almeida Garrett,Aberto,"-25.441417,-49.266936",False
82589,Museu Histórico de Brasília - Museu da Cidade,Aberto,"-15.8007344552699,-47.8616809844971",False
82590,Museu Histórico Municipal Adelmo Trott,Aberto,"-29.645904,-50.783273",False
82591,Espaço Lúcio Costa,Aberto,"-15.801111260539832,-47.86167068304214",False
82592,Museu Histórico de Itaberaí - Casa Coronel João Caldas,Aberto,"-16.020996,-49.806491",False
82593,Museu da História de Campo Verde,Aberto,"-15.537300905600834,-55.18398284912109",False
82594,Museu Municipal Francisco Pitta de Avaí,Aberto,"-22.151884,-49.336067",False
82595,Museu Itinerante de Caixotes,Fechado,"-20.959834,-49.027613",False
82596,Museu da Moda,Aberto,"-29.360145,-50.836331",False
82597,Museu de Paleontologia Irajá Damiani Pinto - Universidade Federal do Rio Grande do Sul,Aberto,"-30.034111,-51.218734",False
82598,Parque da Ciência de Ipatinga,Aberto,"-19.470754,-42.548019",False
82599,Pinacoteca Municipal Miguel Ângelo Pucci,Aberto,"-20.5413113,-47.4023445",False
82600,Museu de Olaria João do Monte,Aberto,"-22.97784,-46.999451",False
82601,Monumento Nacional Ao Imigrante,Aberto,"-29.1634,-51.179675",False
82602,Parque Estadual Lagoa do Cajueiro,Fechado,"-15.480607,-44.364302",False
82603,Memorial do Tribunal de Justiça do Estado de Alagoas,Aberto,"-9.654335,-35.738744",False
82604,Museu de Arte Sacra de Natal - Rio Grande do Norte,Aberto,"-5.786971,-35.209225",False
82605,Museu da Bicicleta de Joinville,Aberto,"-26.3215493,-48.8468892",False
82606,Museu Estadual do Carvão,Aberto,"-30.088041,-51.728003",False
82607,Museu Municipal Casa da Memória,Fechado,"-23.364526,-46.877096",False
82608,Museu Coronel Tancredo Fernandes de Mello,Aberto,"-33.525478,-53.372249",False
82609,Zoológico de Salvador,Aberto,"-12.972226,-38.501426",False
82610,Museu Luis Ximenes,Aberto,"-4.329308,-40.155232",False
82611,Museu Histórico e Pedagógico Doutor Armando de Salles Oliveira,Aberto,"-21.969169,-46.797325",False
82612,Memorial Tapeba Cacique Perna de Pau,Aberto,"-3.728343,-38.662282",False
82613,Instituto Figueiredo Ferraz,Aberto,"-21.1990422,-47.8096192",False
82614,Museu do Maracatú Cearense,Aberto,"-3.722275,-38.521041",False
82615,Bosque e Zoológico Municipal Fábio Barreto,Aberto,"-21.173599,-47.803525",False
82616,Instituto de Pesquisa e Análises Históricas e de Ciências Sociais da Baixada Fluminense,Aberto,"-22.808772,-43.413551",False
82618,Museu Municipal Olavo Pereira dos Santos,Aberto,"-12.3655717,-44.9735928",False
82619,"Centro de Pesquisa e Museu de Arqueologia, Etnografia, Paleontologia e Espeleologia - Universidade do Estado de Mato Grosso",Aberto,"-16.077656,-57.653606",False
82620,Parque Estadual Serra do Aracá,Aberto,"-0.983724,-62.931576",False
82621,Museu Diácono João Luiz Pozzobon,Aberto,"-29.69241,-53.779842",False
82622,Base avançada - Centro TAMAR/ICMBio (São Mateus/ES),Aberto,"-18.7258847542729,-39.7471189498901",False
82623,Museu da Venerável Ordem Terceira do Carmo,Aberto,"-12.6056632884399,-38.9617037773132",False
82624,Memorial da Procuradoria da República em Santa Catarina,Aberto,"-27.5733221,-48.5300131",False
82625,Museu Histórico de Arinos,Aberto,"-15.919195,-46.104752",False
82626,Museu Universitário da Pontifícia Universidade Católica do Paraná,Aberto,"-25.451459,-49.25279",False
82627,Museu da Imagem e do Som (São Mateus),Fechado,"-18.721888,-39.858316",False
82628,Museu Histórico e Arqueológico Joaquim Marcelo Profeta da Cruz,Aberto,"-15.004356,-59.94778",False
82629,Museu de Curaçá Auristela Torres D. Telú,Aberto,"-8.984993,-39.900037",False
82630,Memorial do Cerrado,Aberto,"-16.7375130790088,-49.2114329338074",False
82631,Museu Público Municipal de Descalvado,Aberto,"-21.9006992,-47.6235972",False
82632,Museu do Aparelho Auditivo,Aberto,"-20.5423959,-47.4085692",False
82633,Museu Casa da Cultura de Nova Resende,Aberto,"-21.129091,-46.416176",False
82634,Museu Sacro Histórico Tiradentes,Aberto,"-22.151248,-43.286153",False
82635,Museu Casa do Escultor Erwin Teichmann,Aberto,"-26.744386,-49.174443",False
82636,Museu Odontológico da Associação Brasileira de Odontologia do Paraná e Academia Paranaense de Odontologia,Aberto,"-25.425708,-49.250781",False
82637,Memorial do Legislativo do Rio Grande do Sul,Aberto,"-30.0335042,-51.2311908216198",False
82638,Museu Oceanográfico do Instituto Oceanográfico da Universidade de São Paulo,Fechado,"-23.560007,-46.731808",False
82639,Museu Municipal Padre Jerônimo Martini,Aberto,"-28.799082,-53.225435",False
82640,Museu do Som Regional,Fechado,"-30.040328,-51.231075",False
82641,Museu Histórico e Cultural de Inhuma,Aberto,"-6.665399,-41.704506",False
82642,Centro Cultural Prefeito Francisco Firmo de Matos,Aberto,"-19.9150149,-44.0823088",False
82643,Museu da Cidade de Governador Valadares,Aberto,"-18.8578792,-41.94283",False
82644,Museu Histórico Pedagógico Municipal Doutor João da Silva Carrão,Fechado,"-22.6954356,-47.2888581",False
82645,Museu da Imprensa Oficial Eloy de Souza,Aberto,"-5.7814769,-35.2062443",False
82646,Museu Municipal Santo Antonio do Sudoeste,Aberto,"-26.074184,-53.72562",False
82647,Museu do Vôlei,Aberto,"-22.932067,-42.55811",False
82648,Museu da Cultura Italiana,Aberto,"-27.28207575432786,-48.92373701557516",False
82649,Museu Histórico Municipal de Guarulhos,Aberto,"-23.4519524639535,-46.5646129846573",False
82650,Parque Estadual de Vila Velha,Aberto,"-25.235048,-50.011819",False
82651,Museu Casa da Cultura de Aperibé,Aberto,"-21.628567,-42.103029",False
82652,"Centro de Museologia, Antropologia e Arqueologia - Universidade Estadual Paulista",Aberto,"-22.120357,-51.405357",False
82653,Museu Municipal Alzira Soriano,Aberto,"-5.65275741213082,-35.969860553741455",False
82654,Museu do Índio - FUNAI,Aberto,"-22.951678,-43.191353",False
82655,Parque Olhos D'água,Aberto,"-15.747608,-47.884709",False
82656,Museu Náutico da Universidade Federal do Rio Grande,Aberto,"-32.030675,-52.088815",False
82657,Museu do Trem (Rio de Janeiro),Aberto,"-22.8948211,-43.2913652177111",False
82658,Parque Botânico do Ceará,Aberto,"-3.70872638418001,-38.6409759521484",False
82659,Centro de Memória Regional do Judiciário,Aberto,"-29.16337835,-51.1497345761319",False
82660,Museu Coronel Carlos Benigno Pereira de Lyra,Aberto,"-9.013199,-36.051821",False
82661,Museu Udo Knoff de Azulejaria e Cerâmica,Aberto,"-12.980197,-38.488651",False
82662,Museu Juca Maciel,Fechado,"-29.818759,-50.51755",False
82663,Parque Zoobotânico Arruda Câmara,Aberto,"-7.1153085,-34.8776268",False
